characteristic	 value	 user_id	 study_name	 
raceomb	6	10596963	pinus.ybalab.qiat.sc2
education	9	10596963	pinus.ybalab.qiat.sc2
religion	catholic	10596963	pinus.ybalab.qiat.sc2
sex	f	10596963	pinus.ybalab.qiat.sc2
residence	sm	10596963	pinus.ybalab.qiat.sc2
citizenship	us	10596963	pinus.ybalab.qiat.sc2
dayofbirth	.	10596979	pinus.ybalab.qiat.sc2
relfamily	.	10596979	pinus.ybalab.qiat.sc2
religionid	1	10596979	pinus.ybalab.qiat.sc2
birthyear	1953	10596979	pinus.ybalab.qiat.sc2
ethnicityomb	2	10596979	pinus.ybalab.qiat.sc2
politicalid	2	10596979	pinus.ybalab.qiat.sc2
genoccupation	25	10596979	pinus.ybalab.qiat.sc2
birthmonth	6	10596979	pinus.ybalab.qiat.sc2
major	6	10596979	pinus.ybalab.qiat.sc2
raceomb	6	10596979	pinus.ybalab.qiat.sc2
education	9	10596979	pinus.ybalab.qiat.sc2
sex	m	10596979	pinus.ybalab.qiat.sc2
religion	none	10596979	pinus.ybalab.qiat.sc2
citizenship	us	10596979	pinus.ybalab.qiat.sc2
residence	us	10596979	pinus.ybalab.qiat.sc2
dayofbirth	.	10596984	pinus.ybalab.qiat.sc2
politicalid	0	10596984	pinus.ybalab.qiat.sc2
birthmonth	11	10596984	pinus.ybalab.qiat.sc2
major	11	10596984	pinus.ybalab.qiat.sc2
birthyear	1991	10596984	pinus.ybalab.qiat.sc2
ethnicityomb	2	10596984	pinus.ybalab.qiat.sc2
genoccupation	21	10596984	pinus.ybalab.qiat.sc2
occupation	21-1000	10596984	pinus.ybalab.qiat.sc2
religionid	3	10596984	pinus.ybalab.qiat.sc2
raceomb	6	10596984	pinus.ybalab.qiat.sc2
education	7	10596984	pinus.ybalab.qiat.sc2
relfamily	baptist	10596984	pinus.ybalab.qiat.sc2
sex	m	10596984	pinus.ybalab.qiat.sc2
reldenom	other baptist church	10596984	pinus.ybalab.qiat.sc2
religion	protestant	10596984	pinus.ybalab.qiat.sc2
citizenship	us	10596984	pinus.ybalab.qiat.sc2
residence	us	10596984	pinus.ybalab.qiat.sc2
dayofbirth	.	10596990	pinus.ybalab.qiat.sc2
relfamily	.	10596990	pinus.ybalab.qiat.sc2
politicalid	0	10596990	pinus.ybalab.qiat.sc2
religionid	1	10596990	pinus.ybalab.qiat.sc2
birthyear	1995	10596990	pinus.ybalab.qiat.sc2
ethnicityomb	2	10596990	pinus.ybalab.qiat.sc2
major	2	10596990	pinus.ybalab.qiat.sc2
genoccupation	43	10596990	pinus.ybalab.qiat.sc2
raceomb	6	10596990	pinus.ybalab.qiat.sc2
education	7	10596990	pinus.ybalab.qiat.sc2
birthmonth	9	10596990	pinus.ybalab.qiat.sc2
sex	f	10596990	pinus.ybalab.qiat.sc2
religion	none	10596990	pinus.ybalab.qiat.sc2
residence	sm	10596990	pinus.ybalab.qiat.sc2
citizenship	us	10596990	pinus.ybalab.qiat.sc2
dayofbirth	.	10597000	pinus.ybalab.qiat.sc2
relfamily	.	10597000	pinus.ybalab.qiat.sc2
religionid	1	10597000	pinus.ybalab.qiat.sc2
genoccupation	15	10597000	pinus.ybalab.qiat.sc2
birthyear	1978	10597000	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597000	pinus.ybalab.qiat.sc2
politicalid	2	10597000	pinus.ybalab.qiat.sc2
education	5	10597000	pinus.ybalab.qiat.sc2
birthmonth	6	10597000	pinus.ybalab.qiat.sc2
major	6	10597000	pinus.ybalab.qiat.sc2
raceomb	6	10597000	pinus.ybalab.qiat.sc2
sex	m	10597000	pinus.ybalab.qiat.sc2
religion	none	10597000	pinus.ybalab.qiat.sc2
citizenship	us	10597000	pinus.ybalab.qiat.sc2
residence	us	10597000	pinus.ybalab.qiat.sc2
dayofbirth	.	10597002	pinus.ybalab.qiat.sc2
raceomb	.	10597002	pinus.ybalab.qiat.sc2
religionid	1	10597002	pinus.ybalab.qiat.sc2
education	11	10597002	pinus.ybalab.qiat.sc2
birthmonth	12	10597002	pinus.ybalab.qiat.sc2
birthyear	1954	10597002	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597002	pinus.ybalab.qiat.sc2
occupation	29-1000	10597002	pinus.ybalab.qiat.sc2
genoccupation	2931	10597002	pinus.ybalab.qiat.sc2
politicalid	3	10597002	pinus.ybalab.qiat.sc2
major	7	10597002	pinus.ybalab.qiat.sc2
relfamily	agnostic	10597002	pinus.ybalab.qiat.sc2
sex	m	10597002	pinus.ybalab.qiat.sc2
religion	none	10597002	pinus.ybalab.qiat.sc2
citizenship	us	10597002	pinus.ybalab.qiat.sc2
residence	us	10597002	pinus.ybalab.qiat.sc2
dayofbirth	.	10597003	pinus.ybalab.qiat.sc2
genoccupation	11	10597003	pinus.ybalab.qiat.sc2
occupation	11-0000	10597003	pinus.ybalab.qiat.sc2
birthyear	1990	10597003	pinus.ybalab.qiat.sc2
major	2	10597003	pinus.ybalab.qiat.sc2
ethnicityomb	3	10597003	pinus.ybalab.qiat.sc2
politicalid	3	10597003	pinus.ybalab.qiat.sc2
religionid	4	10597003	pinus.ybalab.qiat.sc2
education	7	10597003	pinus.ybalab.qiat.sc2
raceomb	9	10597003	pinus.ybalab.qiat.sc2
citizenship	ke	10597003	pinus.ybalab.qiat.sc2
residence	ke	10597003	pinus.ybalab.qiat.sc2
sex	m	10597003	pinus.ybalab.qiat.sc2
relfamily	pentecostal	10597003	pinus.ybalab.qiat.sc2
reldenom	pentecostal apostolic	10597003	pinus.ybalab.qiat.sc2
religion	protestant	10597003	pinus.ybalab.qiat.sc2
dayofbirth	.	10597009	pinus.ybalab.qiat.sc2
relfamily	.	10597009	pinus.ybalab.qiat.sc2
birthmonth	1	10597009	pinus.ybalab.qiat.sc2
birthyear	1978	10597009	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597009	pinus.ybalab.qiat.sc2
politicalid	2	10597009	pinus.ybalab.qiat.sc2
religionid	2	10597009	pinus.ybalab.qiat.sc2
genoccupation	25	10597009	pinus.ybalab.qiat.sc2
major	5	10597009	pinus.ybalab.qiat.sc2
raceomb	6	10597009	pinus.ybalab.qiat.sc2
education	7	10597009	pinus.ybalab.qiat.sc2
sex	f	10597009	pinus.ybalab.qiat.sc2
religion	none	10597009	pinus.ybalab.qiat.sc2
citizenship	us	10597009	pinus.ybalab.qiat.sc2
residence	us	10597009	pinus.ybalab.qiat.sc2
dayofbirth	.	10597010	pinus.ybalab.qiat.sc2
relfamily	.	10597010	pinus.ybalab.qiat.sc2
birthmonth	1	10597010	pinus.ybalab.qiat.sc2
religionid	1	10597010	pinus.ybalab.qiat.sc2
major	11	10597010	pinus.ybalab.qiat.sc2
education	12	10597010	pinus.ybalab.qiat.sc2
birthyear	1983	10597010	pinus.ybalab.qiat.sc2
genoccupation	25	10597010	pinus.ybalab.qiat.sc2
ethnicityomb	3	10597010	pinus.ybalab.qiat.sc2
politicalid	3	10597010	pinus.ybalab.qiat.sc2
raceomb	6	10597010	pinus.ybalab.qiat.sc2
sex	f	10597010	pinus.ybalab.qiat.sc2
religion	none	10597010	pinus.ybalab.qiat.sc2
citizenship	uk	10597010	pinus.ybalab.qiat.sc2
residence	uk	10597010	pinus.ybalab.qiat.sc2
dayofbirth	.	10597013	pinus.ybalab.qiat.sc2
education	.	10597013	pinus.ybalab.qiat.sc2
genoccupation	.	10597013	pinus.ybalab.qiat.sc2
major	.	10597013	pinus.ybalab.qiat.sc2
politicalid	.	10597013	pinus.ybalab.qiat.sc2
religion	.	10597013	pinus.ybalab.qiat.sc2
religionid	.	10597013	pinus.ybalab.qiat.sc2
birthmonth	10	10597013	pinus.ybalab.qiat.sc2
birthyear	1967	10597013	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597013	pinus.ybalab.qiat.sc2
raceomb	6	10597013	pinus.ybalab.qiat.sc2
sex	m	10597013	pinus.ybalab.qiat.sc2
citizenship	us	10597013	pinus.ybalab.qiat.sc2
residence	us	10597013	pinus.ybalab.qiat.sc2
dayofbirth	.	10597014	pinus.ybalab.qiat.sc2
relfamily	.	10597014	pinus.ybalab.qiat.sc2
religionid	1	10597014	pinus.ybalab.qiat.sc2
birthmonth	11	10597014	pinus.ybalab.qiat.sc2
major	12	10597014	pinus.ybalab.qiat.sc2
birthyear	1978	10597014	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597014	pinus.ybalab.qiat.sc2
raceomb	2	10597014	pinus.ybalab.qiat.sc2
genoccupation	25	10597014	pinus.ybalab.qiat.sc2
politicalid	3	10597014	pinus.ybalab.qiat.sc2
education	8	10597014	pinus.ybalab.qiat.sc2
sex	m	10597014	pinus.ybalab.qiat.sc2
religion	none	10597014	pinus.ybalab.qiat.sc2
residence	sm	10597014	pinus.ybalab.qiat.sc2
citizenship	us	10597014	pinus.ybalab.qiat.sc2
dayofbirth	.	10597015	pinus.ybalab.qiat.sc2
relfamily	.	10597015	pinus.ybalab.qiat.sc2
politicalid	0	10597015	pinus.ybalab.qiat.sc2
ethnicityomb	1	10597015	pinus.ybalab.qiat.sc2
major	1	10597015	pinus.ybalab.qiat.sc2
religionid	1	10597015	pinus.ybalab.qiat.sc2
birthmonth	11	10597015	pinus.ybalab.qiat.sc2
birthyear	1997	10597015	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10597015	pinus.ybalab.qiat.sc2
occupation	25-9999	10597015	pinus.ybalab.qiat.sc2
education	6	10597015	pinus.ybalab.qiat.sc2
raceomb	8	10597015	pinus.ybalab.qiat.sc2
sex	f	10597015	pinus.ybalab.qiat.sc2
religion	none	10597015	pinus.ybalab.qiat.sc2
residence	sm	10597015	pinus.ybalab.qiat.sc2
citizenship	us	10597015	pinus.ybalab.qiat.sc2
dayofbirth	.	10597034	pinus.ybalab.qiat.sc2
major	1	10597034	pinus.ybalab.qiat.sc2
politicalid	1	10597034	pinus.ybalab.qiat.sc2
birthmonth	11	10597034	pinus.ybalab.qiat.sc2
education	11	10597034	pinus.ybalab.qiat.sc2
birthyear	1957	10597034	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597034	pinus.ybalab.qiat.sc2
occupation	29-1000	10597034	pinus.ybalab.qiat.sc2
genoccupation	2931	10597034	pinus.ybalab.qiat.sc2
religionid	4	10597034	pinus.ybalab.qiat.sc2
raceomb	6	10597034	pinus.ybalab.qiat.sc2
reldenom	church of god (anderson, in)	10597034	pinus.ybalab.qiat.sc2
relfamily	churchofgod	10597034	pinus.ybalab.qiat.sc2
sex	f	10597034	pinus.ybalab.qiat.sc2
religion	protestant	10597034	pinus.ybalab.qiat.sc2
residence	sm	10597034	pinus.ybalab.qiat.sc2
citizenship	us	10597034	pinus.ybalab.qiat.sc2
dayofbirth	.	10597039	pinus.ybalab.qiat.sc2
relfamily	.	10597039	pinus.ybalab.qiat.sc2
birthyear	1970	10597039	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597039	pinus.ybalab.qiat.sc2
politicalid	2	10597039	pinus.ybalab.qiat.sc2
genoccupation	25	10597039	pinus.ybalab.qiat.sc2
religionid	3	10597039	pinus.ybalab.qiat.sc2
birthmonth	5	10597039	pinus.ybalab.qiat.sc2
raceomb	6	10597039	pinus.ybalab.qiat.sc2
major	8	10597039	pinus.ybalab.qiat.sc2
education	9	10597039	pinus.ybalab.qiat.sc2
religion	catholic	10597039	pinus.ybalab.qiat.sc2
sex	m	10597039	pinus.ybalab.qiat.sc2
citizenship	us	10597039	pinus.ybalab.qiat.sc2
residence	us	10597039	pinus.ybalab.qiat.sc2
dayofbirth	.	10597040	pinus.ybalab.qiat.sc2
politicalid	0	10597040	pinus.ybalab.qiat.sc2
major	1	10597040	pinus.ybalab.qiat.sc2
birthmonth	12	10597040	pinus.ybalab.qiat.sc2
birthyear	1984	10597040	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597040	pinus.ybalab.qiat.sc2
genoccupation	25	10597040	pinus.ybalab.qiat.sc2
occupation	25-5000	10597040	pinus.ybalab.qiat.sc2
religionid	3	10597040	pinus.ybalab.qiat.sc2
education	7	10597040	pinus.ybalab.qiat.sc2
raceomb	8	10597040	pinus.ybalab.qiat.sc2
citizenship	ca	10597040	pinus.ybalab.qiat.sc2
sex	f	10597040	pinus.ybalab.qiat.sc2
relfamily	other: not listed	10597040	pinus.ybalab.qiat.sc2
religion	otherrelig	10597040	pinus.ybalab.qiat.sc2
residence	sm	10597040	pinus.ybalab.qiat.sc2
dayofbirth	.	10597042	pinus.ybalab.qiat.sc2
ethnicityomb	.	10597042	pinus.ybalab.qiat.sc2
birthmonth	1	10597042	pinus.ybalab.qiat.sc2
politicalid	1	10597042	pinus.ybalab.qiat.sc2
religionid	1	10597042	pinus.ybalab.qiat.sc2
genoccupation	11	10597042	pinus.ybalab.qiat.sc2
occupation	11-2000	10597042	pinus.ybalab.qiat.sc2
birthyear	1969	10597042	pinus.ybalab.qiat.sc2
major	3	10597042	pinus.ybalab.qiat.sc2
raceomb	6	10597042	pinus.ybalab.qiat.sc2
education	7	10597042	pinus.ybalab.qiat.sc2
sex	f	10597042	pinus.ybalab.qiat.sc2
relfamily	presbyterian	10597042	pinus.ybalab.qiat.sc2
reldenom	presbyterian church in america (pca)	10597042	pinus.ybalab.qiat.sc2
religion	protestant	10597042	pinus.ybalab.qiat.sc2
citizenship	us	10597042	pinus.ybalab.qiat.sc2
residence	us	10597042	pinus.ybalab.qiat.sc2
dayofbirth	.	10597044	pinus.ybalab.qiat.sc2
religionid	1	10597044	pinus.ybalab.qiat.sc2
genoccupation	13	10597044	pinus.ybalab.qiat.sc2
occupation	13-1000	10597044	pinus.ybalab.qiat.sc2
education	14	10597044	pinus.ybalab.qiat.sc2
birthyear	1985	10597044	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597044	pinus.ybalab.qiat.sc2
major	2	10597044	pinus.ybalab.qiat.sc2
birthmonth	3	10597044	pinus.ybalab.qiat.sc2
politicalid	3	10597044	pinus.ybalab.qiat.sc2
raceomb	9	10597044	pinus.ybalab.qiat.sc2
relfamily	atheist	10597044	pinus.ybalab.qiat.sc2
sex	f	10597044	pinus.ybalab.qiat.sc2
religion	none	10597044	pinus.ybalab.qiat.sc2
citizenship	us	10597044	pinus.ybalab.qiat.sc2
residence	us	10597044	pinus.ybalab.qiat.sc2
politicalid	-2	10597053	pinus.ybalab.qiat.sc2
dayofbirth	.	10597053	pinus.ybalab.qiat.sc2
religion	.	10597053	pinus.ybalab.qiat.sc2
birthyear	1995	10597053	pinus.ybalab.qiat.sc2
religionid	2	10597053	pinus.ybalab.qiat.sc2
genoccupation	25	10597053	pinus.ybalab.qiat.sc2
occupation	25-9999	10597053	pinus.ybalab.qiat.sc2
ethnicityomb	3	10597053	pinus.ybalab.qiat.sc2
major	5	10597053	pinus.ybalab.qiat.sc2
raceomb	6	10597053	pinus.ybalab.qiat.sc2
education	7	10597053	pinus.ybalab.qiat.sc2
birthmonth	8	10597053	pinus.ybalab.qiat.sc2
sex	f	10597053	pinus.ybalab.qiat.sc2
citizenship	us	10597053	pinus.ybalab.qiat.sc2
residence	us	10597053	pinus.ybalab.qiat.sc2
dayofbirth	.	10597055	pinus.ybalab.qiat.sc2
major	.	10597055	pinus.ybalab.qiat.sc2
relfamily	.	10597055	pinus.ybalab.qiat.sc2
religionid	1	10597055	pinus.ybalab.qiat.sc2
birthmonth	10	10597055	pinus.ybalab.qiat.sc2
genoccupation	15	10597055	pinus.ybalab.qiat.sc2
birthyear	1998	10597055	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597055	pinus.ybalab.qiat.sc2
politicalid	2	10597055	pinus.ybalab.qiat.sc2
raceomb	2	10597055	pinus.ybalab.qiat.sc2
education	4	10597055	pinus.ybalab.qiat.sc2
sex	m	10597055	pinus.ybalab.qiat.sc2
religion	none	10597055	pinus.ybalab.qiat.sc2
residence	sm	10597055	pinus.ybalab.qiat.sc2
citizenship	us	10597055	pinus.ybalab.qiat.sc2
dayofbirth	.	10597057	pinus.ybalab.qiat.sc2
ethnicityomb	.	10597057	pinus.ybalab.qiat.sc2
major	.	10597057	pinus.ybalab.qiat.sc2
birthyear	1999	10597057	pinus.ybalab.qiat.sc2
politicalid	2	10597057	pinus.ybalab.qiat.sc2
religionid	2	10597057	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10597057	pinus.ybalab.qiat.sc2
occupation	25-9999	10597057	pinus.ybalab.qiat.sc2
birthmonth	3	10597057	pinus.ybalab.qiat.sc2
education	4	10597057	pinus.ybalab.qiat.sc2
raceomb	6	10597057	pinus.ybalab.qiat.sc2
relfamily	agnostic	10597057	pinus.ybalab.qiat.sc2
sex	m	10597057	pinus.ybalab.qiat.sc2
religion	none	10597057	pinus.ybalab.qiat.sc2
residence	sm	10597057	pinus.ybalab.qiat.sc2
citizenship	us	10597057	pinus.ybalab.qiat.sc2
dayofbirth	.	10597059	pinus.ybalab.qiat.sc2
politicalid	0	10597059	pinus.ybalab.qiat.sc2
religionid	1	10597059	pinus.ybalab.qiat.sc2
birthmonth	10	10597059	pinus.ybalab.qiat.sc2
birthyear	1983	10597059	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597059	pinus.ybalab.qiat.sc2
major	2	10597059	pinus.ybalab.qiat.sc2
genoccupation	41	10597059	pinus.ybalab.qiat.sc2
occupation	41-1000	10597059	pinus.ybalab.qiat.sc2
education	6	10597059	pinus.ybalab.qiat.sc2
raceomb	6	10597059	pinus.ybalab.qiat.sc2
sex	f	10597059	pinus.ybalab.qiat.sc2
religion	none	10597059	pinus.ybalab.qiat.sc2
relfamily	other non-religious	10597059	pinus.ybalab.qiat.sc2
citizenship	us	10597059	pinus.ybalab.qiat.sc2
residence	us	10597059	pinus.ybalab.qiat.sc2
dayofbirth	.	10597063	pinus.ybalab.qiat.sc2
ethnicityomb	.	10597063	pinus.ybalab.qiat.sc2
politicalid	0	10597063	pinus.ybalab.qiat.sc2
education	13	10597063	pinus.ybalab.qiat.sc2
birthyear	1965	10597063	pinus.ybalab.qiat.sc2
religionid	2	10597063	pinus.ybalab.qiat.sc2
occupation	29-1000	10597063	pinus.ybalab.qiat.sc2
genoccupation	2931	10597063	pinus.ybalab.qiat.sc2
raceomb	5	10597063	pinus.ybalab.qiat.sc2
birthmonth	6	10597063	pinus.ybalab.qiat.sc2
major	7	10597063	pinus.ybalab.qiat.sc2
sex	f	10597063	pinus.ybalab.qiat.sc2
relfamily	other: not listed	10597063	pinus.ybalab.qiat.sc2
religion	otherrelig	10597063	pinus.ybalab.qiat.sc2
citizenship	us	10597063	pinus.ybalab.qiat.sc2
residence	us	10597063	pinus.ybalab.qiat.sc2
dayofbirth	.	10597077	pinus.ybalab.qiat.sc2
relfamily	.	10597077	pinus.ybalab.qiat.sc2
religionid	1	10597077	pinus.ybalab.qiat.sc2
genoccupation	11	10597077	pinus.ybalab.qiat.sc2
birthyear	1991	10597077	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597077	pinus.ybalab.qiat.sc2
birthmonth	3	10597077	pinus.ybalab.qiat.sc2
politicalid	3	10597077	pinus.ybalab.qiat.sc2
raceomb	6	10597077	pinus.ybalab.qiat.sc2
education	7	10597077	pinus.ybalab.qiat.sc2
major	8	10597077	pinus.ybalab.qiat.sc2
sex	f	10597077	pinus.ybalab.qiat.sc2
religion	none	10597077	pinus.ybalab.qiat.sc2
residence	sm	10597077	pinus.ybalab.qiat.sc2
citizenship	us	10597077	pinus.ybalab.qiat.sc2
dayofbirth	.	10597080	pinus.ybalab.qiat.sc2
relfamily	.	10597080	pinus.ybalab.qiat.sc2
religionid	1	10597080	pinus.ybalab.qiat.sc2
major	13	10597080	pinus.ybalab.qiat.sc2
birthyear	1994	10597080	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597080	pinus.ybalab.qiat.sc2
politicalid	2	10597080	pinus.ybalab.qiat.sc2
genoccupation	27	10597080	pinus.ybalab.qiat.sc2
birthmonth	3	10597080	pinus.ybalab.qiat.sc2
raceomb	6	10597080	pinus.ybalab.qiat.sc2
education	8	10597080	pinus.ybalab.qiat.sc2
sex	m	10597080	pinus.ybalab.qiat.sc2
religion	none	10597080	pinus.ybalab.qiat.sc2
citizenship	us	10597080	pinus.ybalab.qiat.sc2
residence	us	10597080	pinus.ybalab.qiat.sc2
dayofbirth	.	10597089	pinus.ybalab.qiat.sc2
politicalid	1	10597089	pinus.ybalab.qiat.sc2
genoccupation	11	10597089	pinus.ybalab.qiat.sc2
occupation	11-9000	10597089	pinus.ybalab.qiat.sc2
major	13	10597089	pinus.ybalab.qiat.sc2
birthyear	1968	10597089	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597089	pinus.ybalab.qiat.sc2
religionid	2	10597089	pinus.ybalab.qiat.sc2
birthmonth	5	10597089	pinus.ybalab.qiat.sc2
raceomb	6	10597089	pinus.ybalab.qiat.sc2
education	7	10597089	pinus.ybalab.qiat.sc2
citizenship	ca	10597089	pinus.ybalab.qiat.sc2
residence	ca	10597089	pinus.ybalab.qiat.sc2
religion	catholic	10597089	pinus.ybalab.qiat.sc2
sex	f	10597089	pinus.ybalab.qiat.sc2
relfamily	other catholic	10597089	pinus.ybalab.qiat.sc2
politicalid	-1	10597092	pinus.ybalab.qiat.sc2
dayofbirth	.	10597092	pinus.ybalab.qiat.sc2
major	10	10597092	pinus.ybalab.qiat.sc2
birthmonth	12	10597092	pinus.ybalab.qiat.sc2
birthyear	1972	10597092	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597092	pinus.ybalab.qiat.sc2
genoccupation	25	10597092	pinus.ybalab.qiat.sc2
occupation	25-9000	10597092	pinus.ybalab.qiat.sc2
religionid	3	10597092	pinus.ybalab.qiat.sc2
raceomb	8	10597092	pinus.ybalab.qiat.sc2
education	9	10597092	pinus.ybalab.qiat.sc2
residence	ca	10597092	pinus.ybalab.qiat.sc2
sex	f	10597092	pinus.ybalab.qiat.sc2
religion	hindu	10597092	pinus.ybalab.qiat.sc2
citizenship	in	10597092	pinus.ybalab.qiat.sc2
relfamily	other hindu	10597092	pinus.ybalab.qiat.sc2
dayofbirth	.	10597093	pinus.ybalab.qiat.sc2
relfamily	.	10597093	pinus.ybalab.qiat.sc2
ethnicityomb	1	10597093	pinus.ybalab.qiat.sc2
politicalid	1	10597093	pinus.ybalab.qiat.sc2
religionid	1	10597093	pinus.ybalab.qiat.sc2
birthyear	1993	10597093	pinus.ybalab.qiat.sc2
genoccupation	2931	10597093	pinus.ybalab.qiat.sc2
birthmonth	4	10597093	pinus.ybalab.qiat.sc2
raceomb	6	10597093	pinus.ybalab.qiat.sc2
education	7	10597093	pinus.ybalab.qiat.sc2
major	7	10597093	pinus.ybalab.qiat.sc2
citizenship	br	10597093	pinus.ybalab.qiat.sc2
residence	br	10597093	pinus.ybalab.qiat.sc2
sex	f	10597093	pinus.ybalab.qiat.sc2
religion	none	10597093	pinus.ybalab.qiat.sc2
dayofbirth	.	10597097	pinus.ybalab.qiat.sc2
relfamily	.	10597097	pinus.ybalab.qiat.sc2
politicalid	0	10597097	pinus.ybalab.qiat.sc2
birthyear	1969	10597097	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597097	pinus.ybalab.qiat.sc2
major	2	10597097	pinus.ybalab.qiat.sc2
genoccupation	25	10597097	pinus.ybalab.qiat.sc2
religionid	3	10597097	pinus.ybalab.qiat.sc2
raceomb	6	10597097	pinus.ybalab.qiat.sc2
birthmonth	9	10597097	pinus.ybalab.qiat.sc2
education	9	10597097	pinus.ybalab.qiat.sc2
sex	m	10597097	pinus.ybalab.qiat.sc2
religion	protestant	10597097	pinus.ybalab.qiat.sc2
residence	sm	10597097	pinus.ybalab.qiat.sc2
citizenship	us	10597097	pinus.ybalab.qiat.sc2
dayofbirth	.	10597101	pinus.ybalab.qiat.sc2
ethnicityomb	.	10597101	pinus.ybalab.qiat.sc2
relfamily	.	10597101	pinus.ybalab.qiat.sc2
politicalid	0	10597101	pinus.ybalab.qiat.sc2
religionid	1	10597101	pinus.ybalab.qiat.sc2
major	10	10597101	pinus.ybalab.qiat.sc2
birthyear	1997	10597101	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10597101	pinus.ybalab.qiat.sc2
education	6	10597101	pinus.ybalab.qiat.sc2
raceomb	6	10597101	pinus.ybalab.qiat.sc2
birthmonth	9	10597101	pinus.ybalab.qiat.sc2
religion	catholic	10597101	pinus.ybalab.qiat.sc2
sex	f	10597101	pinus.ybalab.qiat.sc2
citizenship	us	10597101	pinus.ybalab.qiat.sc2
residence	us	10597101	pinus.ybalab.qiat.sc2
dayofbirth	.	10597110	pinus.ybalab.qiat.sc2
politicalid	1	10597110	pinus.ybalab.qiat.sc2
religionid	1	10597110	pinus.ybalab.qiat.sc2
major	10	10597110	pinus.ybalab.qiat.sc2
genoccupation	11	10597110	pinus.ybalab.qiat.sc2
occupation	11-2000	10597110	pinus.ybalab.qiat.sc2
birthyear	1956	10597110	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597110	pinus.ybalab.qiat.sc2
raceomb	6	10597110	pinus.ybalab.qiat.sc2
education	7	10597110	pinus.ybalab.qiat.sc2
birthmonth	9	10597110	pinus.ybalab.qiat.sc2
sex	f	10597110	pinus.ybalab.qiat.sc2
religion	none	10597110	pinus.ybalab.qiat.sc2
residence	sm	10597110	pinus.ybalab.qiat.sc2
relfamily	spiritual, no organized religion	10597110	pinus.ybalab.qiat.sc2
citizenship	us	10597110	pinus.ybalab.qiat.sc2
dayofbirth	.	10597115	pinus.ybalab.qiat.sc2
religionid	1	10597115	pinus.ybalab.qiat.sc2
birthmonth	10	10597115	pinus.ybalab.qiat.sc2
birthyear	1993	10597115	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597115	pinus.ybalab.qiat.sc2
politicalid	2	10597115	pinus.ybalab.qiat.sc2
raceomb	2	10597115	pinus.ybalab.qiat.sc2
genoccupation	2931	10597115	pinus.ybalab.qiat.sc2
occupation	31-1000	10597115	pinus.ybalab.qiat.sc2
education	7	10597115	pinus.ybalab.qiat.sc2
major	7	10597115	pinus.ybalab.qiat.sc2
sex	f	10597115	pinus.ybalab.qiat.sc2
religion	none	10597115	pinus.ybalab.qiat.sc2
relfamily	spiritual, no organized religion	10597115	pinus.ybalab.qiat.sc2
citizenship	us	10597115	pinus.ybalab.qiat.sc2
residence	us	10597115	pinus.ybalab.qiat.sc2
politicalid	-1	10597117	pinus.ybalab.qiat.sc2
dayofbirth	.	10597117	pinus.ybalab.qiat.sc2
religionid	1	10597117	pinus.ybalab.qiat.sc2
birthyear	1990	10597117	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597117	pinus.ybalab.qiat.sc2
genoccupation	47	10597117	pinus.ybalab.qiat.sc2
occupation	47-3000	10597117	pinus.ybalab.qiat.sc2
education	5	10597117	pinus.ybalab.qiat.sc2
raceomb	6	10597117	pinus.ybalab.qiat.sc2
birthmonth	9	10597117	pinus.ybalab.qiat.sc2
major	9	10597117	pinus.ybalab.qiat.sc2
relfamily	agnostic	10597117	pinus.ybalab.qiat.sc2
sex	m	10597117	pinus.ybalab.qiat.sc2
religion	none	10597117	pinus.ybalab.qiat.sc2
residence	sm	10597117	pinus.ybalab.qiat.sc2
citizenship	us	10597117	pinus.ybalab.qiat.sc2
dayofbirth	.	10597118	pinus.ybalab.qiat.sc2
relfamily	.	10597118	pinus.ybalab.qiat.sc2
religionid	1	10597118	pinus.ybalab.qiat.sc2
major	10	10597118	pinus.ybalab.qiat.sc2
birthmonth	11	10597118	pinus.ybalab.qiat.sc2
genoccupation	11	10597118	pinus.ybalab.qiat.sc2
birthyear	1978	10597118	pinus.ybalab.qiat.sc2
ethnicityomb	2	10597118	pinus.ybalab.qiat.sc2
politicalid	2	10597118	pinus.ybalab.qiat.sc2
