"","session_id","rsesQ04rt","rsesQ04","rsesQ01rt","rsesQ01","rsesQ06rt","rsesQ06","rsesQ10rt","rsesQ10","rsesQ02rt","rsesQ02","rsesQ08rt","rsesQ08","rsesQ05rt","rsesQ05","rsesQ09rt","rsesQ09","rsesQ03rt","rsesQ03","rsesQ07rt","rsesQ07","deqQ06rt","deqQ06","deqQ05rt","deqQ05","deqQ02rt","deqQ02","deqQ03rt","deqQ03","deqQ01","deqQ01rt","deqQ04","deqQ04rt","sdsQ1rt","sdsQ1","sdsQ13rt","sdsQ13","sdsQ3","sdsQ3rt","sdsQ9","sdsQ9rt","sdsQ5rt","sdsQ5","sdsQ2rt","sdsQ2","sdsQ15","sdsQ15rt","sdsQ4rt","sdsQ4","cesdQ03rt","cesdQ03","cesdQ04rt","cesdQ04","cesdQ02rt","cesdQ02","cesdQ01rt","cesdQ01","cesdQ05","cesdQ05rt","cesdScore","sdsQ7rt","sdsQ7","sdsQ16rt","sdsQ16","sdsQ10rt","sdsQ10","sdsQ6","sdsQ6rt","sdsQ14rt","sdsQ14","sdsQ8rt","sdsQ8","sdsQ11rt","sdsQ11","sdsQ12rt","sdsQ12","rsesQ02r","rsesQ05r","rsesQ06r","rsesQ08r","rsesQ09r","rses","deq6","sdsQ1r","sdsQ2r","sdsQ3r","sdsQ6r","sdsQ7r","sdsQ8r","sdsQ10r","sdsQ11r","sdsQ12r","sdsQ14r","sds"
"827",9868969,6612,3,3654,3,2765,2,2529,4,5538,2,3175,2,5200,2,3141,2,2793,4,2773,4,7602,2,4964,3,8132,2,4526,3,2,6901,3,3973,4496,2,,,,,1,3517,4864,1,,,2,6801,3284,1,2823,1,8340,1,3649,1,3277,1,1,3132,0,,,7122,1,,,,,2587,2,,,,,5034,2,3,3,3,3,3,3.3,2.5,1,,,,,,,,1,1,1.125
"828",9868970,5504,3,2933,3,1702,3,3448,2,2553,3,2624,3,2361,3,3190,3,1900,3,3053,2,1885,3,3329,3,2121,3,5868,2,3,2065,3,2773,2518,2,,,,,2,2864,,,2793,2,,,,,2508,2,2396,3,3530,3,5235,3,2,3421,7,2147,1,2294,2,2211,2,,,,,3111,2,,,3377,2,2,2,2,2,2,2.3,2.83333333333333,1,1,,,2,1,1,,1,,1.375
"829",9868976,6407,4,3032,3,4367,3,8214,3,13720,2,70927,2,23406,1,152855,1,16542,4,19487,3,8030,3,2198,4,11346,4,4548,4,4,10771,3,24082,,,,,,,1,4463,,,,,1,7395,2855,1,6376,1,7213,2,5024,2,6840,3,2,3700,4,3862,1,,,,,2,4260,3494,2,3491,1,,,6784,1,3,4,2,3,4,3.3,3.66666666666667,,,,1,2,2,,,2,1,1.375
"830",9868978,1639,4,3270,2,2263,1,1782,4,4078,1,2206,1,2124,1,2027,1,1749,4,4380,4,2445,4,2766,3,8037,3,3333,2,4,3072,1,3462,3101,2,,,,,1,2039,1974,1,,,1,4682,2805,1,1646,1,5722,1,2349,1,2382,1,3,2527,0,2208,1,,,3590,1,,,,,,,,,2646,1,4,4,4,4,4,3.8,2.83333333333333,1,,,,2,,2,,2,,1.375
"831",9869000,4767,3,3648,2,3756,4,2975,2,5850,4,3115,4,3560,3,3352,4,2797,4,6199,3,9088,2,5246,4,10701,4,4020,1,4,5557,3,3971,5206,1,4377,1,,,,,,,,,1,4503,9693,1,4044,1,3406,2,3864,1,8631,3,4,3449,3,,,4192,1,,,1,5713,,,3209,2,9255,1,,,1,2,1,1,1,2,3,2,,,2,,1,,2,,,1.375
"832",9869021,,,,,,,,,,,,,,,,,,,,,18093,2,17010,3,12717,2,7810,1,2,8210,2,13161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
"833",9869025,6071,3,3004,3,3765,2,6537,3,5209,3,4261,2,6566,3,6207,2,4609,3,6087,3,17583,3,7876,2,11026,2,7530,2,3,10375,2,4760,4942,1,,,,,,,,,,,2,6623,,,16222,1,6735,2,4703,1,4790,1,2,6442,1,3699,1,,,,,1,4648,3017,2,8425,2,4842,1,8028,1,2,2,3,3,3,2.8,2.33333333333333,2,,,2,2,1,,2,2,1,1.75
"834",9869046,,,,,,,,,,,,,,,,,,,,,48393,3,7168,4,12593,2,35028,4,2,82510,4,18281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16666666666667,,,,,,,,,,,
"835",9869055,10468,3,6846,3,7895,2,4836,3,3688,1,4815,3,9853,2,5648,2,8560,3,33114,3,13456,3,6644,4,8817,4,5727,4,3,3023,2,6917,6812,1,,,2,26081,1,4235,8564,1,,,,,,,12149,1,5764,2,11194,1,6940,1,1,4757,1,6581,1,4295,1,,,,,3057,2,,,,,10417,1,4,3,3,2,3,3,3.33333333333333,2,,1,,2,,,,2,1,1.375
"836",9869062,4715,3,3296,3,4895,2,3172,3,4250,2,8565,2,3696,3,6673,2,4322,3,8404,3,7105,3,13183,3,14048,2,5065,3,2,7287,3,7714,,,,,,,,,8932,2,,,2,4547,,,5899,1,14333,2,3498,1,13312,1,2,4187,1,,,5564,2,11373,1,,,6688,2,5525,1,12346,2,12885,2,3,2,3,3,3,2.9,2.66666666666667,,,,,,2,2,1,1,1,1.625
"837",9869066,4857,3,4385,3,3939,3,7148,3,3325,3,3074,3,4192,2,37409,1,8763,4,6274,2,4806,4,2650,3,12640,2,4396,3,3,4863,2,8707,8442,2,5191,1,,,,,,,,,1,4013,8672,1,23437,1,7169,2,6494,2,6933,1,2,4377,2,,,4570,1,16769,2,2,5472,,,,,,,6093,2,2,3,2,2,4,2.8,2.83333333333333,1,,,1,,,1,,1,,1
"838",9869071,8860,4,12587,4,11181,2,12315,3,7021,2,15835,3,17108,2,32029,1,9697,4,9670,4,10581,2,7213,3,16694,2,11005,1,2,8013,3,13962,,,13119,1,1,10260,2,10400,10740,1,,,,,15089,1,9092,1,11848,2,10863,1,15200,1,1,6977,1,,,16375,2,,,,,,,8940,1,8109,1,,,3,3,3,2,4,3.4,2.16666666666667,,,2,,,2,,2,,,1.625
"839",9869073,3840,4,2341,4,1981,1,1829,4,2506,1,3451,1,4133,2,5042,1,3969,4,3150,4,10418,2,5785,1,3577,2,4121,1,2,5809,2,3739,3197,1,,,1,3495,,,,,,,,,,,3262,1,6717,1,2752,1,2549,1,1,4102,0,3720,1,3734,2,5589,1,1,4102,,,,,3939,2,3249,1,4,3,4,4,4,3.9,1.66666666666667,2,,2,2,2,,2,1,2,,1.875
"840",9869123,6539,3,2099,1,5121,3,2946,2,3372,3,2389,2,3248,3,3037,2,3696,2,1840,3,3281,4,6452,3,1513,4,2345,3,4,13496,4,2381,7209,2,,,,,1,1333,,,2952,1,2,5622,,,2301,1,2753,2,3011,3,4020,2,2,2241,4,3679,1,,,4402,2,,,1405,2,5954,1,,,,,2,2,2,3,3,2.3,3.66666666666667,1,2,,,2,2,1,,,1,1.5
"841",9869124,,,,,,,,,,,,,,,,,,,,,9461,3,8547,3,22303,1,7575,1,2,8594,1,13240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83333333333333,,,,,,,,,,,
"842",9869133,3149,3,2190,3,3017,2,4446,2,2376,2,3766,3,2505,2,2845,1,2456,3,3149,3,6872,3,2632,3,3347,2,4513,2,3,3858,3,3180,,,,,2,3741,,,6041,2,,,2,2854,4406,1,4780,1,4038,2,4781,2,3552,1,3,4216,2,,,3861,2,,,,,2616,2,2610,1,,,3473,1,3,3,3,2,4,2.9,2.66666666666667,,,1,,,2,,,2,1,1.625
"843",9869139,3321,3,2913,2,4312,4,5431,2,11733,4,2199,3,5555,4,4460,4,2688,3,5764,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1.8,,,,,,,,,,,,
"844",9869142,3499,3,5195,4,3117,3,4987,4,4970,3,14764,3,5483,3,4341,2,3475,4,5637,3,6698,2,4556,3,6491,3,11026,2,3,7567,2,8349,7957,2,8484,1,,,1,3589,8821,2,,,,,4333,1,10554,1,5722,2,5516,4,5805,1,3,6090,4,,,2517,1,,,,,,,7060,2,,,4803,1,2,2,2,2,3,2.9,2.5,1,,,,,1,,,2,,1.25
"845",9869147,7193,3,2363,1,1696,4,15645,1,4071,4,2408,4,2351,4,3431,4,7177,1,1793,1,2232,4,2422,4,3495,4,2889,4,4,2036,4,2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1.2,4,,,,,,,,,,,
"846",9869166,4072,3,3003,3,5411,2,4580,3,5142,2,5254,2,6002,2,8234,2,4268,4,5432,3,16470,4,3398,4,7877,3,6637,,4,6780,3,5985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3.1,3.6,,,,,,,,,,,
"847",9869173,6374,3,6404,3,14167,2,2814,3,3739,2,3282,3,5366,1,5295,1,2769,3,12541,3,6137,3,3714,2,5272,2,9778,2,2,3825,2,3832,,,4498,1,2,3761,,,4890,1,3753,1,,,4419,1,4738,2,6357,2,7461,2,8912,1,1,4034,3,,,3915,1,3768,1,2,3338,,,,,,,,,3,4,3,2,4,3.1,2.16666666666667,,2,1,1,,,2,,,,1.25
"848",9869202,2237,3,2356,3,1847,3,3062,2,2089,3,2492,3,1732,2,2300,2,1527,3,2264,3,1864,4,1741,4,1654,3,1569,3,3,1874,3,2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,2.6,3.33333333333333,,,,,,,,,,,
"849",9869212,4298,3,7614,3,3210,3,4793,3,6699,3,4600,2,4946,2,9325,2,2846,3,5831,3,4601,3,3590,4,8714,3,4624,2,3,5590,3,19778,5176,1,,,,,,,4439,2,6285,1,2,4199,5675,1,7327,2,14643,2,3965,1,6407,1,1,4495,2,,,2215,2,5100,2,1,19709,,,,,,,,,2,3,2,3,3,2.8,3,2,2,,2,,,1,,,,1.75
"850",9869245,5869,3,1858,3,2066,1,3201,3,1628,1,3139,2,2210,1,4146,1,2163,4,2467,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,3.6,,,,,,,,,,,,
"851",9869252,7531,2,3865,3,3995,2,4887,3,2706,1,3424,3,6369,2,6633,1,4968,3,3546,4,3111,3,4548,3,4840,3,3308,3,4,5817,2,6212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,4,3.1,3,,,,,,,,,,,
"852",9869284,5112,3,7015,3,9382,2,4134,3,7118,1,12362,2,8851,1,8427,1,5979,3,8675,3,7941,2,9307,3,7032,1,5782,1,2,9902,3,9650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,4,3.3,2,,,,,,,,,,,
"853",9869301,2133,3,2854,3,2071,3,1627,3,1888,1,2452,4,3219,1,3994,2,2026,3,2935,3,2140,3,1885,3,3585,2,1758,2,2,2432,3,3872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,1,3,2.9,2.5,,,,,,,,,,,
"854",9869311,3607,3,3457,3,4419,3,2439,3,5069,3,14590,2,5956,2,6382,1,2760,3,3938,3,4160,3,2345,3,5274,2,4885,2,3,3431,2,5164,5153,2,8718,2,2,6398,1,4762,,,,,,,,,3960,1,8258,2,3287,1,5385,1,2,2995,1,5122,2,4289,1,5380,2,,,3550,2,,,,,,,2,3,2,3,4,2.9,2.5,1,,1,,1,,1,,,1,1.125
"855",9869312,2726,3,3188,3,4216,1,2498,3,2622,1,2452,4,3356,2,4149,1,2402,4,5121,3,5817,3,7619,1,3810,4,4499,3,2,10610,4,4053,3630,1,,,,,1,4424,,,,,2,2980,2560,1,2969,1,8532,1,2637,1,5456,1,1,7920,0,4128,1,,,4581,1,,,2842,2,,,,,3463,2,4,3,4,1,4,3.2,2.83333333333333,2,,,,2,,2,,1,1,1.5
"856",9869313,3479,3,5611,3,4071,2,2847,3,3807,1,3375,2,6163,2,4299,1,3239,4,3782,3,2958,2,3973,2,8109,3,14348,3,2,4454,2,6034,,,23800,2,2,5727,,,,,4262,1,,,5022,2,12215,1,8447,1,8674,1,10767,2,1,3655,1,3853,1,,,11136,2,,,,,7231,1,,,4072,1,4,3,3,3,4,3.3,2.33333333333333,,2,1,,2,2,1,,2,,1.75
"857",9869346,4290,4,2373,3,4148,2,1966,3,2521,1,5067,2,3095,2,3549,1,3241,4,4549,3,4005,2,2181,3,7336,2,5336,3,3,4262,2,6331,3636,1,3848,1,,,2,3032,2800,2,2870,1,2,3778,,,9546,1,4532,1,2179,1,2275,1,1,2070,0,3680,1,,,,,,,,,,,,,2759,1,4,3,3,3,4,3.4,2.5,2,2,,,2,,,,2,,1.875
"858",9869348,10864,4,5704,4,5274,1,4420,4,6118,1,8616,2,5919,1,9727,1,5880,4,8905,4,9404,3,71371,3,11498,4,9741,2,3,7515,1,6156,,,,,1,6200,,,7340,2,5164,1,,,,,8442,1,11695,1,12002,1,5850,2,2,7256,1,,,,,4558,1,1,7879,,,8952,1,7403,1,4871,1,4,4,4,3,4,3.9,2.66666666666667,,2,2,2,,2,2,2,2,,2
"859",9869350,4729,3,5013,3,4300,3,3704,3,3366,3,3630,1,3730,2,3566,1,2674,3,4532,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,4,3,,,,,,,,,,,,
"860",9869372,,,,,,,,,,,,,,,,,,,,,13853,2,30474,1,12556,,15125,2,2,20366,3,36321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
"861",9869388,3609,3,2359,2,1884,4,4515,3,1944,4,2124,3,1875,2,3700,1,1159,3,1833,3,3532,3,1978,3,2207,3,3214,3,3,1387,3,11213,,,2165,1,2,3075,,,,,,,1,2862,2205,1,5596,3,2979,3,1852,1,7862,1,2,2538,4,2722,1,,,2113,2,,,,,3583,1,2064,2,,,1,3,1,2,4,2.5,3,,,1,,2,2,1,1,,,1.25
"862",9869416,3454,3,2145,3,1898,3,2163,3,2032,3,6338,2,3970,3,3066,3,1838,3,2961,3,10440,2,7091,3,4052,3,2639,3,3,4007,2,2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,2,2.6,2.66666666666667,,,,,,,,,,,
"863",9869421,3613,3,3471,3,6926,1,2652,3,12086,2,4924,2,4784,1,5437,1,4283,3,9741,3,5016,2,2683,2,5102,2,5172,2,2,4006,3,5293,,,,,2,4038,2,4078,4264,1,,,,,5558,2,4206,1,3902,1,2784,1,5048,1,1,4583,0,,,,,6416,2,1,5592,,,5623,1,19289,1,,,3,4,4,3,4,3.3,2.16666666666667,,,1,2,,2,1,2,,,1.625
"864",9869432,6095,3,4069,4,4336,1,7236,3,4664,1,16046,2,6341,1,4364,1,3677,4,3335,4,5235,2,3303,2,14189,3,4435,1,2,14437,1,8410,,,4666,1,,,1,4734,,,9950,2,,,,,5402,1,5219,1,4211,1,3400,1,2,4344,0,3543,2,3036,1,,,,,2970,2,15535,2,,,3985,2,4,4,4,3,4,3.7,1.83333333333333,,1,,,1,1,,,1,1,1
"865",9869444,3541,4,2866,3,4999,3,6396,3,3152,2,4866,2,2796,2,3482,1,2643,3,4627,4,4075,3,2894,2,4164,2,3155,2,2,3399,2,3062,,,4106,1,1,4180,1,2810,3613,2,2728,2,,,,,3316,1,7253,2,2676,1,4077,2,1,3839,2,,,,,,,2,4164,2721,2,4671,1,,,,,3,3,2,3,4,3.2,2.16666666666667,,1,2,1,,2,,,,1,1.375
"866",9869464,,,,,,,,,,,,,,,,,,,,,16381,3,5904,2,10034,3,7812,2,2,5679,2,6127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33333333333333,,,,,,,,,,,
"867",9869472,4639,3,3076,3,3967,3,3589,3,4294,2,5642,2,4544,2,5385,1,3666,3,5520,3,7531,3,4018,3,8647,2,13171,3,3,5314,2,9680,3101,,,,2,10226,,,2782,1,3930,2,,,,,8839,1,4215,1,3554,2,4453,1,2,4030,1,,,5727,2,10426,1,1,6367,4732,2,,,,,,,3,3,2,3,4,3,2.66666666666667,,1,1,2,,,2,,,1,1.42857142857143
"868",9869522,14511,2,6667,3,4182,2,6203,3,10990,2,5176,3,5062,1,10704,1,3241,4,16983,3,18887,2,8172,2,8641,2,3139,2,1,9934,2,4003,,,,,1,12380,1,5923,,,3995,1,,,3645,2,4686,1,3368,1,20236,1,3365,1,1,3877,0,3454,2,,,,,,,,,9521,1,5879,1,3872,1,3,4,3,2,4,3.1,1.83333333333333,,2,2,,1,2,,2,2,,1.75
"869",9869549,3840,3,3446,3,6430,2,10354,2,4403,1,3264,1,2798,1,4632,2,2399,4,3388,3,4964,3,241583,3,5296,4,18508,2,4,3916,3,3060,8972,1,,,1,3311,,,,,3003,2,2,3080,,,9485,1,10237,1,5065,2,8702,1,1,2744,1,5398,2,,,,,,,,,3688,2,15614,2,5004,1,4,4,3,4,3,3.3,3.16666666666667,2,1,2,,1,1,,1,2,,1.5
"870",9869551,3838,3,2566,3,6397,3,3261,3,2805,2,2942,2,3958,2,3733,1,3150,3,4126,3,4707,3,7882,2,5037,2,3476,2,2,3132,2,7885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,4,3,2.16666666666667,,,,,,,,,,,
"871",9869552,8785,4,5070,4,4207,1,6348,1,2693,4,9616,1,6770,1,7536,1,10530,4,8590,4,9392,1,15296,4,10969,1,6267,1,1,5796,1,8956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,3.4,1.5,,,,,,,,,,,
"872",9869564,7005,4,3694,4,2392,1,1839,4,4273,4,4887,3,3523,1,2838,1,1939,4,2957,4,5395,2,3447,3,6741,2,3764,2,1,2762,2,3208,,,5098,2,,,,,6476,1,,,2,2767,2541,2,3160,1,2122,1,3328,1,4583,1,1,2088,0,3438,1,1544,2,5246,1,,,1980,1,,,,,,,1,4,4,2,4,3.5,2,,,,,2,,2,,,2,1.875
"873",9869577,5724,4,3231,3,4351,3,3283,3,4052,3,12412,1,3416,1,6573,2,6040,4,4982,4,6864,2,3151,3,10316,3,55309,2,2,5963,2,7614,4403,2,,,2,5206,,,,,,,,,3424,1,3532,1,3181,1,6111,2,6193,1,1,3258,1,10961,2,3879,2,3393,1,2,3924,,,4081,1,,,,,2,4,2,4,3,3.3,2.33333333333333,1,,1,1,1,2,2,,,,1.375
"874",9869590,,,,,,,,,,,,,,,,,,,,,5642,3,3746,3,5493,2,4243,2,2,5075,3,8762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,
"875",9869600,4273,3,3129,3,2999,3,2176,3,6389,3,2280,3,5008,2,4152,2,3116,3,4064,3,3862,2,4702,3,8358,3,3728,2,3,3999,3,3797,2592,2,,,1,5855,1,5184,,,,,2,5840,,,2943,1,2145,2,5100,2,4679,3,4,2663,4,,,,,,,2,6761,2232,2,6615,1,,,6052,1,2,3,2,2,3,2.7,2.66666666666667,1,,2,1,,2,,,2,1,1.5
"876",9869615,26930,2,1664,3,1851,2,2263,3,2871,2,2738,2,2311,2,3006,2,2929,4,3480,3,4762,3,2419,3,25657,2,6531,2,3,10603,2,3071,4414,1,7105,1,,,1,2844,3347,1,,,2,2784,,,4908,1,3094,1,3281,1,3070,2,3,3093,1,,,2553,1,,,,,,,,,3978,1,2792,2,3,3,3,3,3,3,2.5,2,,,,,,,2,1,,1.375
"877",9869651,4250,1,5246,1,6611,1,4506,3,6699,1,11706,1,4658,1,8923,1,16467,4,5051,1,8089,3,7873,3,9736,2,19978,1,2,8377,2,6809,,,17592,1,,,,,,,6804,1,2,5448,,,4641,1,3666,1,38439,1,5523,1,2,7459,0,5338,1,3485,2,,,2,6027,,,7699,1,6979,2,,,4,4,4,4,4,3,2.16666666666667,,2,,1,2,2,,1,,,1.625
"878",9869660,21775,3,10689,3,19456,2,3658,3,4972,3,11161,3,11911,1,7456,2,5349,3,5882,3,4098,3,3912,3,5241,3,13756,1,2,4963,3,5444,,,9694,2,1,9322,,,,,56877,1,,,,,6320,1,13269,3,4893,3,4254,2,4,5241,5,6018,2,5417,2,,,1,7737,8247,2,,,58624,1,,,2,4,3,2,3,2.9,2.5,,2,2,2,1,,,2,,1,1.75
"879",9869662,2938,4,4865,2,5370,2,6656,2,2930,3,3298,3,5995,1,5152,2,3338,4,8482,4,7178,3,3033,3,9585,3,8360,3,3,8515,2,4527,3681,1,5547,2,,,,,,,,,2,6672,5891,1,5034,1,10802,1,8963,2,5610,1,1,5697,1,,,3501,2,4762,1,,,2569,2,,,5643,1,,,2,4,3,2,3,3,2.83333333333333,2,,,,,,2,2,,1,1.75
"880",9869664,5804,4,6084,4,4933,4,6079,4,5143,2,4063,1,5078,1,4853,1,5608,4,4725,4,5176,3,7591,3,12367,3,5552,2,3,3196,2,8623,5916,2,,,,,,,3166,1,,,,,4473,1,4611,1,6314,2,5404,1,4787,1,4,5130,1,4861,1,,,3708,1,1,8742,,,4058,2,,,4466,2,3,4,1,4,4,3.6,2.66666666666667,1,,,2,2,1,2,,1,,1.375
"881",9869691,5245,3,3139,3,4589,3,3819,3,3237,4,2893,4,2859,2,2838,4,2124,3,9597,2,3741,3,1829,4,6904,2,2525,2,3,4569,4,4140,3122,2,5865,1,1,4506,,,,,4261,1,,,3490,2,11603,3,3209,2,3788,3,2348,2,4,3056,6,,,2081,1,,,,,2097,2,,,2693,1,,,1,3,2,1,1,2.2,3,1,2,2,,,,,2,,1,1.5
"882",9869702,9884,4,5545,4,5235,4,3547,4,2955,4,14058,2,7023,3,6507,4,4795,4,7258,4,4681,4,3537,4,17004,4,24283,1,3,14533,1,12028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,1,2.8,2.83333333333333,,,,,,,,,,,
"883",9869709,4197,3,9873,2,7524,2,7879,3,6846,1,4599,3,8712,1,15494,2,4863,3,5604,3,6024,3,3561,3,7532,3,4824,3,3,4097,3,7456,4889,1,,,1,4654,,,3436,2,,,,,9772,1,13774,1,8399,3,8385,3,10993,3,4,4107,6,4129,1,,,5889,1,1,4180,,,,,4022,1,,,4,4,3,2,3,3,3,2,,2,2,2,,2,2,,,1.875
"884",9869765,4363,3,5442,3,11743,2,3540,3,3880,2,5724,3,5652,1,21126,2,4478,3,5008,4,6879,2,3680,2,7738,2,14096,2,2,7010,2,4145,9113,1,8746,1,,,,,,,8487,2,2,6016,,,3870,1,19396,2,27484,1,6618,1,2,5433,1,,,,,10201,2,1,5834,3611,2,,,8464,2,,,3,4,3,2,3,3.1,2,2,1,,2,,,1,1,,1,1.375
"885",9869766,2857,4,2607,2,3953,3,2682,2,3213,3,6664,2,4231,3,3893,3,2973,4,4076,4,3844,3,2318,3,3926,3,9012,2,3,2727,3,7693,,,4775,2,,,1,2995,3199,1,,,2,14063,3586,1,2983,1,17752,2,7450,1,2601,1,4,5639,1,3052,1,,,,,,,,,,,4285,2,5063,2,2,2,2,3,2,2.7,2.83333333333333,,,,,2,,,1,1,,1.375
"886",9869768,4000,3,3116,3,7001,2,2752,3,5751,1,3749,1,5114,1,4011,1,6447,3,4766,4,7057,2,5626,2,11129,3,16251,1,1,6566,2,10618,,,4753,1,,,,,4294,1,4725,1,,,3334,2,3014,1,2399,1,2247,1,5804,1,1,2919,0,,,3451,2,,,1,5221,,,4549,1,,,6167,2,4,4,3,4,4,3.5,1.83333333333333,,2,,2,,2,,,1,,1.625
"887",9869773,4624,3,4618,2,5672,4,3211,3,5171,2,2822,4,3995,2,4320,2,3348,3,5421,3,3909,3,3527,3,6898,3,3753,2,3,21720,3,3387,5310,2,5763,1,,,1,3711,5007,1,,,,,,,5791,1,12149,2,3809,2,3182,3,4,3338,4,,,3025,1,6031,1,,,,,4287,2,,,3738,2,3,3,1,1,3,2.5,2.83333333333333,1,,,,,1,2,,1,,1.125
"888",9869786,4947,3,2655,2,2588,4,3290,2,3066,3,3363,4,5780,3,11171,2,2985,4,4963,3,5761,4,2893,3,8390,4,4502,3,4,4573,3,4518,,,3599,1,,,,,2693,1,,,1,5008,,,3369,3,2389,3,2996,4,9482,3,4,3378,9,,,2987,1,3225,2,1,6895,5219,2,5151,1,,,,,2,2,1,1,3,2.3,3.5,,,,2,,2,1,,,1,1.25
"889",9869793,3541,4,1916,3,1667,2,1744,3,3124,2,2083,3,1753,1,3355,1,5664,4,2519,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,2,4,3.4,,,,,,,,,,,,
"890",9869803,3362,4,5094,4,4599,1,3465,4,6128,2,4898,1,4165,4,7444,1,5109,4,5583,4,8994,2,9038,2,14854,3,11712,4,1,6463,1,5270,5588,1,8910,2,,,,,,,,,2,5934,,,5576,1,4483,1,10195,1,4305,1,1,6258,0,,,4470,2,8970,2,,,,,6377,1,4883,1,7818,2,3,1,4,4,4,3.6,2.16666666666667,2,,,,,2,1,2,1,,1.75
"891",9869817,1586,3,2227,2,1684,3,2038,2,2380,3,2685,3,2503,2,4615,3,2071,3,4062,3,5073,3,4304,4,5262,3,4755,3,4,2389,4,2184,3605,2,,,2,10317,2,2972,2472,1,2119,2,,,,,2185,4,3868,3,2930,2,2146,3,1,3850,8,1905,1,,,5273,1,,,,,,,8198,1,,,2,3,2,2,2,2.4,3.5,1,1,1,,2,,2,2,,,1.5
"892",9869820,4285,3,13339,3,3637,3,6709,3,4597,3,5766,3,4901,2,4518,2,3579,3,9710,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,2.7,,,,,,,,,,,,
"893",9869822,3081,3,2279,3,2740,3,1715,3,2826,3,2159,3,3243,2,3346,2,2440,3,3729,3,2597,3,1846,3,6387,3,2144,3,3,2396,3,2466,2518,1,3356,1,1,3889,1,3022,,,3024,2,2,3618,6168,2,2670,1,2496,1,4243,2,2761,1,2,2818,1,2989,1,,,,,,,,,,,,,,,2,3,2,2,3,2.7,3,2,1,2,,2,,,,,,1.625
"894",9869837,11073,3,3115,3,7389,3,3207,3,3703,3,4863,3,11834,3,4202,2,2538,3,3317,3,3765,3,3409,3,5225,3,3809,3,3,3460,3,3368,,,6042,1,2,4403,1,3273,,,,,,,,,7043,1,4389,2,5149,3,3623,2,4,9638,4,,,4491,2,8392,1,2,6826,,,5304,1,4061,2,,,2,2,2,2,3,2.6,3,,,1,1,,2,2,1,,,1.375
"895",9869859,,,,,,,,,,,,,,,,,,,,,7516,3,5850,3,11100,2,10829,2,2,7664,2,4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33333333333333,,,,,,,,,,,
"896",9869890,3801,4,2744,4,3279,1,3414,4,4207,1,3139,1,4155,1,11959,1,4471,4,6033,4,5829,4,3265,3,6689,3,3869,2,2,4742,2,6481,,,,,,,1,4522,,,3924,2,1,4212,,,3708,1,3326,1,5760,1,3106,1,1,3460,0,3868,2,,,4025,1,2,3619,4007,2,4750,1,,,,,4,4,4,4,4,4,2.66666666666667,,1,,1,1,2,2,,,1,1.25
